year,sector,component_scheme,side,component,change_m_eur,contribution_m_eur,balance_change_m_eur,component_closure_error_m_eur
1991,regional_local_government,historical_current_capital,revenue,Current revenue,284.1619769,284.1619769,206.108279,1.136868377e-13
1992,regional_local_government,historical_current_capital,expenditure,Capital expenditure,205.9037719,-205.9037719,70.2806237,1.98951966e-13
1992,regional_local_government,historical_current_capital,expenditure,Current expenditure,335.7098929,-335.7098929,70.2806237,1.98951966e-13
1992,regional_local_government,historical_current_capital,revenue,Capital revenue,125.1035006,125.1035006,70.2806237,1.98951966e-13
1992,regional_local_government,historical_current_capital,revenue,Current revenue,486.790788,486.790788,70.2806237,1.98951966e-13
1993,regional_local_government,historical_current_capital,expenditure,Capital expenditure,193.6882114,-193.6882114,-209.9440349,-8.526512829e-14
1993,regional_local_government,historical_current_capital,expenditure,Current expenditure,133.2869959,-133.2869959,-209.9440349,-8.526512829e-14
1993,regional_local_government,historical_current_capital,revenue,Capital revenue,28.59109546,28.59109546,-209.9440349,-8.526512829e-14
1993,regional_local_government,historical_current_capital,revenue,Current revenue,88.44007701,88.44007701,-209.9440349,-8.526512829e-14
1994,regional_local_government,historical_current_capital,expenditure,Capital expenditure,-197.9302478,197.9302478,162.9645152,-6.536993169e-13
1994,regional_local_government,historical_current_capital,expenditure,Current expenditure,84.80545492,-84.80545492,162.9645152,-6.536993169e-13
1994,regional_local_government,historical_current_capital,revenue,Capital revenue,-18.42559432,-18.42559432,162.9645152,-6.536993169e-13
1994,regional_local_government,historical_current_capital,revenue,Current revenue,68.26531665,68.26531665,162.9645152,-6.536993169e-13
1995,regional_local_government,historical_current_capital,expenditure,Capital expenditure,88.68571066,-88.68571066,139.2798922,8.526512829e-13
1995,regional_local_government,historical_current_capital,expenditure,Current expenditure,130.2454249,-130.2454249,139.2798922,8.526512829e-13
1995,regional_local_government,historical_current_capital,revenue,Capital revenue,87.88818946,87.88818946,139.2798922,8.526512829e-13
1995,regional_local_government,historical_current_capital,revenue,Current revenue,270.3228383,270.3228383,139.2798922,8.526512829e-13
2001,regional_local_government,modern_detailed,expenditure,Capital expenditure,514.724,-514.724,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Compensation of employees,236.932,-236.932,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Interest,43.025,-43.025,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Intermediate consumption,50.355,-50.355,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Other current expenditure,25.727,-25.727,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Social transfers,84.04,-84.04,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,expenditure,Subsidies,23.378,-23.378,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,revenue,Capital revenue,515.301,515.301,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,revenue,Sales and other current revenue,326.0777264,326.0777264,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,revenue,Social contributions,55.797,55.797,-51.37327364,1.250555215e-12
2001,regional_local_government,modern_detailed,revenue,Taxes,29.632,29.632,-51.37327364,1.250555215e-12
2002,regional_local_government,modern_detailed,expenditure,Capital expenditure,46.4,-46.4,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Compensation of employees,209.934,-209.934,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Interest,-4.388,4.388,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Intermediate consumption,176.977,-176.977,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Other current expenditure,21.244,-21.244,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Social transfers,37.864,-37.864,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,expenditure,Subsidies,34.893,-34.893,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,revenue,Capital revenue,-42.835,-42.835,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,revenue,Sales and other current revenue,163.4851344,163.4851344,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,revenue,Social contributions,20.071,20.071,-117.9928656,8.242295735e-13
2002,regional_local_government,modern_detailed,revenue,Taxes,264.21,264.21,-117.9928656,8.242295735e-13
2003,regional_local_government,modern_detailed,expenditure,Capital expenditure,-213.759,213.759,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Compensation of employees,98.052,-98.052,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Interest,-3.342,3.342,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Intermediate consumption,115.109,-115.109,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Other current expenditure,9.137,-9.137,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Social transfers,119.246,-119.246,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,expenditure,Subsidies,7.253,-7.253,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,revenue,Capital revenue,-63.321,-63.321,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,revenue,Sales and other current revenue,244.0051587,244.0051587,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,revenue,Social contributions,-13.58,-13.58,-37.98084128,-4.831690603e-12
2003,regional_local_government,modern_detailed,revenue,Taxes,-73.389,-73.389,-37.98084128,-4.831690603e-12
2004,regional_local_government,modern_detailed,expenditure,Capital expenditure,-8.729,8.729,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Compensation of employees,158.535,-158.535,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Interest,14.279,-14.279,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Intermediate consumption,103.36,-103.36,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Other current expenditure,61.683,-61.683,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Social transfers,149.071,-149.071,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,expenditure,Subsidies,-26.068,26.068,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,revenue,Capital revenue,52.694,52.694,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,revenue,Sales and other current revenue,212.0560827,212.0560827,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,revenue,Social contributions,32.21,32.21,165.1050827,3.581135388e-12
2004,regional_local_government,modern_detailed,revenue,Taxes,320.276,320.276,165.1050827,3.581135388e-12
2005,regional_local_government,modern_detailed,expenditure,Capital expenditure,75.863,-75.863,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Compensation of employees,192.508,-192.508,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Interest,-1.84,1.84,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Intermediate consumption,248.889,-248.889,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Other current expenditure,18.143,-18.143,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Social transfers,-77.165,77.165,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,expenditure,Subsidies,33.869,-33.869,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,revenue,Capital revenue,-21.572,-21.572,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,revenue,Sales and other current revenue,301.0256675,301.0256675,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,revenue,Social contributions,-34.071,-34.071,-51.65233251,-1.364242053e-12
2005,regional_local_government,modern_detailed,revenue,Taxes,193.232,193.232,-51.65233251,-1.364242053e-12
2006,regional_local_government,modern_detailed,expenditure,Capital expenditure,-687.4891291,687.4891291,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Compensation of employees,412.192,-412.192,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Interest,48.00280463,-48.00280463,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Intermediate consumption,98.333,-98.333,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Other current expenditure,127.426651,-127.426651,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Social transfers,463.652,-463.652,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,expenditure,Subsidies,19.698,-19.698,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,revenue,Capital revenue,-252.6543799,-252.6543799,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,revenue,Sales and other current revenue,455.6828631,455.6828631,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,revenue,Social contributions,449.647,449.647,371.3651567,-1.136868377e-13
2006,regional_local_government,modern_detailed,revenue,Taxes,200.505,200.505,371.3651567,-1.136868377e-13
2007,regional_local_government,modern_detailed,expenditure,Capital expenditure,259.2907928,-259.2907928,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Compensation of employees,142.644,-142.644,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Interest,94.89462439,-94.89462439,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Intermediate consumption,312.138,-312.138,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Other current expenditure,51.194638,-51.194638,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Social transfers,43.147,-43.147,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,expenditure,Subsidies,29.555,-29.555,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,revenue,Capital revenue,-36.57285349,-36.57285349,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,revenue,Sales and other current revenue,206.0301398,206.0301398,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,revenue,Social contributions,31.254,31.254,-259.3977689,1.591615728e-12
2007,regional_local_government,modern_detailed,revenue,Taxes,472.755,472.755,-259.3977689,1.591615728e-12
2008,regional_local_government,modern_detailed,expenditure,Capital expenditure,531.8212363,-531.8212363,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Compensation of employees,156.779,-156.779,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Interest,39.98521098,-39.98521098,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Intermediate consumption,166.32,-166.32,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Other current expenditure,-60.016289,60.016289,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Social transfers,198.319,-198.319,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,expenditure,Subsidies,-31.813,31.813,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,revenue,Capital revenue,-34.80348661,-34.80348661,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,revenue,Sales and other current revenue,363.4660192,363.4660192,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,revenue,Social contributions,-2.587,-2.587,-631.0526257,-2.273736754e-13
2008,regional_local_government,modern_detailed,revenue,Taxes,44.267,44.267,-631.0526257,-2.273736754e-13
2009,regional_local_government,modern_detailed,expenditure,Capital expenditure,-236.2519,236.2519,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Compensation of employees,346.633,-346.633,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Interest,-61.29064,61.29064,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Intermediate consumption,260.802,-260.802,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Other current expenditure,133.952,-133.952,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Social transfers,-43.687,43.687,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,expenditure,Subsidies,-41.351,41.351,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,revenue,Capital revenue,-43.14628,-43.14628,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,revenue,Sales and other current revenue,344.04038,344.04038,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,revenue,Social contributions,71.057,71.057,-288.91536,3.296918294e-12
2009,regional_local_government,modern_detailed,revenue,Taxes,-302.06,-302.06,-288.91536,3.296918294e-12
2010,regional_local_government,modern_detailed,expenditure,Capital expenditure,154.349,-154.349,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Compensation of employees,-44.92,44.92,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Interest,-189.45,189.45,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Intermediate consumption,14.189,-14.189,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Other current expenditure,340.296,-340.296,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Social transfers,-25.543,25.543,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,expenditure,Subsidies,31.444,-31.444,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,revenue,Capital revenue,279.235,279.235,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,revenue,Sales and other current revenue,287.71297,287.71297,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,revenue,Social contributions,-52.203,-52.203,-157.92137,-2.50111043e-12
2010,regional_local_government,modern_detailed,revenue,Taxes,-392.30134,-392.30134,-157.92137,-2.50111043e-12
2011,regional_local_government,modern_detailed,expenditure,Capital expenditure,-740.593,740.593,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Compensation of employees,-191.721,191.721,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Interest,78.155,-78.155,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Intermediate consumption,-258.602,258.602,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Other current expenditure,-251.982,251.982,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Social transfers,-40.395,40.395,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,expenditure,Subsidies,31.835,-31.835,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,revenue,Capital revenue,26.882,26.882,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,revenue,Sales and other current revenue,-112.289,-112.289,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,revenue,Social contributions,-42.071,-42.071,1341.78834,1.818989404e-12
2011,regional_local_government,modern_detailed,revenue,Taxes,95.96334,95.96334,1341.78834,1.818989404e-12
2012,regional_local_government,modern_detailed,expenditure,Capital expenditure,-956.772,956.772,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Compensation of employees,-377.213,377.213,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Interest,13.359,-13.359,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Intermediate consumption,-69.348,69.348,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Other current expenditure,45.507,-45.507,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Social transfers,-80.381,80.381,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,expenditure,Subsidies,-59.34384,59.34384,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,revenue,Capital revenue,-15.603,-15.603,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,revenue,Sales and other current revenue,-189.783,-189.783,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,revenue,Social contributions,-55.239,-55.239,1036.47959,-2.50111043e-12
2012,regional_local_government,modern_detailed,revenue,Taxes,-187.08725,-187.08725,1036.47959,-2.50111043e-12
2013,regional_local_government,modern_detailed,expenditure,Capital expenditure,382.213,-382.213,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Compensation of employees,310.3,-310.3,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Interest,32.929,-32.929,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Intermediate consumption,-10.814,10.814,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Other current expenditure,-115.995,115.995,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Social transfers,188.791,-188.791,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,expenditure,Subsidies,-18.67716,18.67716,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,revenue,Capital revenue,-459.69,-459.69,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,revenue,Sales and other current revenue,151.691,151.691,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,revenue,Social contributions,118.968,118.968,-526.22959,-9.094947018e-13
2013,regional_local_government,modern_detailed,revenue,Taxes,431.54825,431.54825,-526.22959,-9.094947018e-13
2014,regional_local_government,modern_detailed,expenditure,Capital expenditure,-370.975,370.975,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Compensation of employees,-247.521,247.521,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Interest,6.469,-6.469,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Intermediate consumption,-54.396,54.396,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Other current expenditure,-44.458,44.458,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Social transfers,-135.849,135.849,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,expenditure,Subsidies,-13.791,13.791,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,revenue,Capital revenue,-401.624,-401.624,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,revenue,Sales and other current revenue,-270.278,-270.278,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,revenue,Social contributions,-126.382,-126.382,345.678,1.98951966e-12
2014,regional_local_government,modern_detailed,revenue,Taxes,283.441,283.441,345.678,1.98951966e-12
2015,regional_local_government,modern_detailed,expenditure,Capital expenditure,217.583,-217.583,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Compensation of employees,-22.194,22.194,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Interest,11.452,-11.452,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Intermediate consumption,59.778,-59.778,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Other current expenditure,30.444,-30.444,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Social transfers,-37.566,37.566,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,expenditure,Subsidies,9.24,-9.24,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,revenue,Capital revenue,32.345,32.345,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,revenue,Sales and other current revenue,201.224,201.224,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,revenue,Social contributions,-22.1,-22.1,121.527,-1.449507181e-12
2015,regional_local_government,modern_detailed,revenue,Taxes,178.795,178.795,121.527,-1.449507181e-12
2016,regional_local_government,modern_detailed,expenditure,Capital expenditure,-284.158,284.158,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Compensation of employees,93.454,-93.454,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Interest,-34.681,34.681,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Intermediate consumption,171.662,-171.662,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Other current expenditure,4.295,-4.295,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Social transfers,72.736,-72.736,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,expenditure,Subsidies,-8.107,8.107,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,revenue,Capital revenue,-260.846,-260.846,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,revenue,Sales and other current revenue,210.362,210.362,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,revenue,Social contributions,8.932,8.932,86.733,-1.705302566e-12
2016,regional_local_government,modern_detailed,revenue,Taxes,143.486,143.486,86.733,-1.705302566e-12
2017,regional_local_government,modern_detailed,expenditure,Capital expenditure,501.701,-501.701,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Compensation of employees,93.333,-93.333,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Interest,1.402,-1.402,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Intermediate consumption,187.122,-187.122,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Other current expenditure,14.252,-14.252,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Social transfers,49.924,-49.924,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,expenditure,Subsidies,-5.903,5.903,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,revenue,Capital revenue,-76.135,-76.135,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,revenue,Sales and other current revenue,243.118,243.118,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,revenue,Social contributions,9.465,9.465,-515.018,3.296918294e-12
2017,regional_local_government,modern_detailed,revenue,Taxes,150.365,150.365,-515.018,3.296918294e-12
2018,regional_local_government,modern_detailed,expenditure,Capital expenditure,30.6,-30.6,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Compensation of employees,187.129,-187.129,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Interest,-10.678,10.678,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Intermediate consumption,101.717,-101.717,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Other current expenditure,38.207,-38.207,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Social transfers,41.527,-41.527,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,expenditure,Subsidies,56.003,-56.003,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,revenue,Capital revenue,129.189,129.189,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,revenue,Sales and other current revenue,119.176,119.176,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,revenue,Social contributions,2.747,2.747,151.241,-3.723243935e-12
2018,regional_local_government,modern_detailed,revenue,Taxes,344.634,344.634,151.241,-3.723243935e-12
2019,regional_local_government,modern_detailed,expenditure,Capital expenditure,-185.071,185.071,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Compensation of employees,340.724,-340.724,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Interest,-32.794,32.794,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Intermediate consumption,121.843,-121.843,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Other current expenditure,-41.363,41.363,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Social transfers,181.821,-181.821,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,expenditure,Subsidies,75.681,-75.681,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,revenue,Capital revenue,193.498,193.498,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,revenue,Sales and other current revenue,114.058,114.058,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,revenue,Social contributions,19.073,19.073,105.199,-1.307398634e-12
2019,regional_local_government,modern_detailed,revenue,Taxes,239.411,239.411,105.199,-1.307398634e-12
2020,regional_local_government,modern_detailed,expenditure,Capital expenditure,707.446,-707.446,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Compensation of employees,219.55,-219.55,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Interest,-56.733,56.733,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Intermediate consumption,-168.398,168.398,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Other current expenditure,44.866,-44.866,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Social transfers,59.552,-59.552,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,expenditure,Subsidies,144.758,-144.758,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,revenue,Capital revenue,133.219,133.219,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,revenue,Sales and other current revenue,329.851,329.851,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,revenue,Social contributions,15.743,15.743,-811.601,2.842170943e-12
2020,regional_local_government,modern_detailed,revenue,Taxes,-339.373,-339.373,-811.601,2.842170943e-12
2021,regional_local_government,modern_detailed,expenditure,Capital expenditure,615.483,-615.483,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Compensation of employees,280.95,-280.95,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Interest,15.451,-15.451,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Intermediate consumption,274.057,-274.057,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Other current expenditure,94.37,-94.37,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Social transfers,79.992,-79.992,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,expenditure,Subsidies,217.897,-217.897,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,revenue,Capital revenue,194.067,194.067,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,revenue,Sales and other current revenue,592.381,592.381,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,revenue,Social contributions,10.483,10.483,-393.481,8.526512829e-13
2021,regional_local_government,modern_detailed,revenue,Taxes,387.788,387.788,-393.481,8.526512829e-13
2022,regional_local_government,modern_detailed,expenditure,Capital expenditure,-151.183,151.183,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Compensation of employees,434.286,-434.286,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Interest,-20.421,20.421,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Intermediate consumption,431.37,-431.37,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Other current expenditure,40.145,-40.145,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Social transfers,151.295,-151.295,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,expenditure,Subsidies,-141.082,141.082,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,revenue,Capital revenue,-251.04,-251.04,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,revenue,Sales and other current revenue,806.949,806.949,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,revenue,Social contributions,32.25,32.25,510.101,-1.307398634e-12
2022,regional_local_government,modern_detailed,revenue,Taxes,666.352,666.352,510.101,-1.307398634e-12
2023,regional_local_government,modern_detailed,expenditure,Capital expenditure,242.872,-242.872,-152.454,2.444267011e-12
2023,regional_local_government,modern_detailed,expenditure,Compensation of employees,645.93,-645.93,-152.454,2.444267011e-12
