year,sector,component_scheme,side,component,change_m_eur,contribution_m_eur,balance_change_m_eur,component_closure_error_m_eur
2018,central_government,modern_detailed,expenditure,Subsidies,-99.509,99.509,5053.25306,-9.094947018e-13
2018,central_government,modern_detailed,revenue,Capital revenue,149.308,149.308,5053.25306,-9.094947018e-13
2018,central_government,modern_detailed,revenue,Sales and other current revenue,399.758,399.758,5053.25306,-9.094947018e-13
2018,central_government,modern_detailed,revenue,Social contributions,-2.355,-2.355,5053.25306,-9.094947018e-13
2018,central_government,modern_detailed,revenue,Taxes,2573.299,2573.299,5053.25306,-9.094947018e-13
2019,central_government,modern_detailed,expenditure,Capital expenditure,343.679,-343.679,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Compensation of employees,754.119,-754.119,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Interest,-585.194,585.194,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Intermediate consumption,46.974,-46.974,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Other current expenditure,763.314,-763.314,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Social transfers,268.509,-268.509,75.941,1.136868377e-13
2019,central_government,modern_detailed,expenditure,Subsidies,81.647,-81.647,75.941,1.136868377e-13
2019,central_government,modern_detailed,revenue,Capital revenue,-154.102,-154.102,75.941,1.136868377e-13
2019,central_government,modern_detailed,revenue,Sales and other current revenue,594.632,594.632,75.941,1.136868377e-13
2019,central_government,modern_detailed,revenue,Social contributions,-2.413,-2.413,75.941,1.136868377e-13
2019,central_government,modern_detailed,revenue,Taxes,1310.872,1310.872,75.941,1.136868377e-13
2020,central_government,modern_detailed,expenditure,Capital expenditure,2087.424,-2087.424,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Compensation of employees,563.534,-563.534,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Interest,-552.693,552.693,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Intermediate consumption,166.493,-166.493,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Other current expenditure,3122.28,-3122.28,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Social transfers,-124.48,124.48,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,expenditure,Subsidies,1212.848,-1212.848,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,revenue,Capital revenue,116.943,116.943,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,revenue,Sales and other current revenue,-422.866,-422.866,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,revenue,Social contributions,-87.465,-87.465,-10223.699,-9.094947018e-12
2020,central_government,modern_detailed,revenue,Taxes,-3354.905,-3354.905,-10223.699,-9.094947018e-12
2021,central_government,modern_detailed,expenditure,Capital expenditure,-1231.516,1231.516,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Compensation of employees,816.282,-816.282,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Interest,-604.927,604.927,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Intermediate consumption,763.377,-763.377,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Other current expenditure,360.61,-360.61,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Social transfers,656.098,-656.098,5569.892,1.364242053e-11
2021,central_government,modern_detailed,expenditure,Subsidies,525.107,-525.107,5569.892,1.364242053e-11
2021,central_government,modern_detailed,revenue,Capital revenue,1460.141,1460.141,5569.892,1.364242053e-11
2021,central_government,modern_detailed,revenue,Sales and other current revenue,1615.916,1615.916,5569.892,1.364242053e-11
2021,central_government,modern_detailed,revenue,Social contributions,294.207,294.207,5569.892,1.364242053e-11
2021,central_government,modern_detailed,revenue,Taxes,3484.659,3484.659,5569.892,1.364242053e-11
2022,central_government,modern_detailed,expenditure,Capital expenditure,796.938,-796.938,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Compensation of employees,490.916,-490.916,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Interest,-479.614,479.614,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Intermediate consumption,761.849,-761.849,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Other current expenditure,831.875,-831.875,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Social transfers,1466.448,-1466.448,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,expenditure,Subsidies,-261.619,261.619,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,revenue,Capital revenue,-958.274,-958.274,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,revenue,Sales and other current revenue,-718.151,-718.151,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,revenue,Social contributions,29.738,29.738,3018.589,-1.091393642e-11
2022,central_government,modern_detailed,revenue,Taxes,8272.069,8272.069,3018.589,-1.091393642e-11
2023,central_government,modern_detailed,expenditure,Capital expenditure,1624.384,-1624.384,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Compensation of employees,1181.975,-1181.975,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Interest,918.491,-918.491,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Intermediate consumption,272.046,-272.046,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Other current expenditure,463.247,-463.247,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Social transfers,161,-161,2518.689,1.227817847e-11
2023,central_government,modern_detailed,expenditure,Subsidies,-591.334,591.334,2518.689,1.227817847e-11
2023,central_government,modern_detailed,revenue,Capital revenue,1137.083,1137.083,2518.689,1.227817847e-11
2023,central_government,modern_detailed,revenue,Sales and other current revenue,359.144,359.144,2518.689,1.227817847e-11
2023,central_government,modern_detailed,revenue,Social contributions,286.738,286.738,2518.689,1.227817847e-11
2023,central_government,modern_detailed,revenue,Taxes,4765.533,4765.533,2518.689,1.227817847e-11
2024,central_government,modern_detailed,expenditure,Capital expenditure,-424.422,424.422,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Compensation of employees,1925.975,-1925.975,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Interest,484.264,-484.264,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Intermediate consumption,491.741,-491.741,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Other current expenditure,2796.089,-2796.089,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Social transfers,1593.864,-1593.864,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,expenditure,Subsidies,-5.2,5.2,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,revenue,Capital revenue,-51.78145,-51.78145,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,revenue,Sales and other current revenue,989.691,989.691,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,revenue,Social contributions,489.274,489.274,-1976.48145,-9.094947018e-13
2024,central_government,modern_detailed,revenue,Taxes,3458.646,3458.646,-1976.48145,-9.094947018e-13
2025,central_government,modern_detailed,expenditure,Capital expenditure,1020.379,-1020.379,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Compensation of employees,1625.42,-1625.42,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Interest,83.178,-83.178,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Intermediate consumption,265.958,-265.958,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Other current expenditure,1736.504,-1736.504,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Social transfers,923.479,-923.479,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,expenditure,Subsidies,-215.409,215.409,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,revenue,Capital revenue,869.6378172,869.6378172,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,revenue,Sales and other current revenue,-547.405,-547.405,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,revenue,Social contributions,369.035,369.035,-1211.877183,-1.932676241e-11
2025,central_government,modern_detailed,revenue,Taxes,3536.364,3536.364,-1211.877183,-1.932676241e-11
1978,general_government,historical_current_capital,expenditure,Capital expenditure,58.73775328,-58.73775328,-131.9211155,-2.842170943e-14
1978,general_government,historical_current_capital,expenditure,Current expenditure,298.3027977,-298.3027977,-131.9211155,-2.842170943e-14
1978,general_government,historical_current_capital,revenue,Capital revenue,9.373942569,9.373942569,-131.9211155,-2.842170943e-14
1978,general_government,historical_current_capital,revenue,Current revenue,215.7454929,215.7454929,-131.9211155,-2.842170943e-14
1979,general_government,historical_current_capital,expenditure,Capital expenditure,65.06787603,-65.06787603,-48.92744566,-8.526512829e-14
1979,general_government,historical_current_capital,expenditure,Current expenditure,322.9524496,-322.9524496,-48.92744566,-8.526512829e-14
1979,general_government,historical_current_capital,revenue,Capital revenue,-6.475045049,-6.475045049,-48.92744566,-8.526512829e-14
1979,general_government,historical_current_capital,revenue,Current revenue,345.567925,345.567925,-48.92744566,-8.526512829e-14
1980,general_government,historical_current_capital,expenditure,Capital expenditure,107.0160827,-107.0160827,-296.2232916,2.273736754e-13
1980,general_government,historical_current_capital,expenditure,Current expenditure,712.2194245,-712.2194245,-296.2232916,2.273736754e-13
1980,general_government,historical_current_capital,revenue,Capital revenue,4.283622606,4.283622606,-296.2232916,2.273736754e-13
1980,general_government,historical_current_capital,revenue,Current revenue,518.728593,518.728593,-296.2232916,2.273736754e-13
1981,general_government,historical_current_capital,expenditure,Capital expenditure,130.1611117,-130.1611117,-477.8025258,-6.821210263e-13
1981,general_government,historical_current_capital,expenditure,Current expenditure,921.1040971,-921.1040971,-477.8025258,-6.821210263e-13
1981,general_government,historical_current_capital,revenue,Capital revenue,-3.472351633,-3.472351633,-477.8025258,-6.821210263e-13
1981,general_government,historical_current_capital,revenue,Current revenue,576.9350346,576.9350346,-477.8025258,-6.821210263e-13
1982,general_government,historical_current_capital,expenditure,Capital expenditure,136.1155715,-136.1155715,188.1974969,1.705302566e-13
1982,general_government,historical_current_capital,expenditure,Current expenditure,511.3065359,-511.3065359,188.1974969,1.705302566e-13
1982,general_government,historical_current_capital,revenue,Capital revenue,1.453472132,1.453472132,188.1974969,1.705302566e-13
1982,general_government,historical_current_capital,revenue,Current revenue,834.1661322,834.1661322,188.1974969,1.705302566e-13
1983,general_government,historical_current_capital,expenditure,Capital expenditure,60.99403623,-60.99403623,-3.012603648,3.410605132e-13
1983,general_government,historical_current_capital,expenditure,Current expenditure,1155.025077,-1155.025077,-3.012603648,3.410605132e-13
1983,general_government,historical_current_capital,revenue,Capital revenue,24.21217366,24.21217366,-3.012603648,3.410605132e-13
1983,general_government,historical_current_capital,revenue,Current revenue,1188.794335,1188.794335,-3.012603648,3.410605132e-13
1984,general_government,historical_current_capital,expenditure,Capital expenditure,30.58392096,-30.58392096,-790.1585603,-1.136868377e-13
1984,general_government,historical_current_capital,expenditure,Current expenditure,1702.575183,-1702.575183,-790.1585603,-1.136868377e-13
1984,general_government,historical_current_capital,revenue,Capital revenue,28.72381062,28.72381062,-790.1585603,-1.136868377e-13
1984,general_government,historical_current_capital,revenue,Current revenue,914.276733,914.276733,-790.1585603,-1.136868377e-13
1985,general_government,historical_current_capital,expenditure,Capital expenditure,204.6406959,-204.6406959,-411.4529563,2.273736754e-13
1985,general_government,historical_current_capital,expenditure,Current expenditure,1474.618896,-1474.618896,-411.4529563,2.273736754e-13
1985,general_government,historical_current_capital,revenue,Capital revenue,7.490193633,7.490193633,-411.4529563,2.273736754e-13
1985,general_government,historical_current_capital,revenue,Current revenue,1260.316442,1260.316442,-411.4529563,2.273736754e-13
1986,general_government,historical_current_capital,expenditure,Capital expenditure,276.962251,-276.962251,633.4873349,5.684341886e-13
1986,general_government,historical_current_capital,expenditure,Current expenditure,1181.461626,-1181.461626,633.4873349,5.684341886e-13
1986,general_government,historical_current_capital,revenue,Capital revenue,114.2315769,114.2315769,633.4873349,5.684341886e-13
1986,general_government,historical_current_capital,revenue,Current revenue,1977.679635,1977.679635,633.4873349,5.684341886e-13
1987,general_government,historical_current_capital,expenditure,Capital expenditure,28.05135623,-28.05135623,-154.173442,0
1987,general_government,historical_current_capital,expenditure,Current expenditure,1472.86187,-1472.86187,-154.173442,0
1987,general_government,historical_current_capital,revenue,Capital revenue,42.75695574,42.75695574,-154.173442,0
1987,general_government,historical_current_capital,revenue,Current revenue,1303.982828,1303.982828,-154.173442,0
1988,general_government,historical_current_capital,expenditure,Capital expenditure,357.8426093,-357.8426093,516.0569727,-1.818989404e-12
1988,general_government,historical_current_capital,expenditure,Current expenditure,1438.788474,-1438.788474,516.0569727,-1.818989404e-12
1988,general_government,historical_current_capital,revenue,Capital revenue,71.67226983,71.67226983,516.0569727,-1.818989404e-12
1988,general_government,historical_current_capital,revenue,Current revenue,2241.015786,2241.015786,516.0569727,-1.818989404e-12
1989,general_government,historical_current_capital,expenditure,Capital expenditure,435.4146956,-435.4146956,232.8210014,1.364242053e-12
1989,general_government,historical_current_capital,expenditure,Current expenditure,2030.627322,-2030.627322,232.8210014,1.364242053e-12
1989,general_government,historical_current_capital,revenue,Capital revenue,311.6439381,311.6439381,232.8210014,1.364242053e-12
1989,general_government,historical_current_capital,revenue,Current revenue,2387.219081,2387.219081,232.8210014,1.364242053e-12
1990,general_government,historical_current_capital,expenditure,Capital expenditure,504.2471045,-504.2471045,-1635.33827,2.50111043e-12
1990,general_government,historical_current_capital,expenditure,Current expenditure,3884.823753,-3884.823753,-1635.33827,2.50111043e-12
1990,general_government,historical_current_capital,revenue,Capital revenue,123.9013976,123.9013976,-1635.33827,2.50111043e-12
1990,general_government,historical_current_capital,revenue,Current revenue,2629.83119,2629.83119,-1635.33827,2.50111043e-12
1991,general_government,historical_current_capital,expenditure,Capital expenditure,463.1723147,-463.1723147,-928.8280843,-2.273736754e-12
1991,general_government,historical_current_capital,expenditure,Current expenditure,4229.822643,-4229.822643,-928.8280843,-2.273736754e-12
1991,general_government,historical_current_capital,revenue,Capital revenue,304.2268134,304.2268134,-928.8280843,-2.273736754e-12
1991,general_government,historical_current_capital,revenue,Current revenue,3459.94006,3459.94006,-928.8280843,-2.273736754e-12
1992,general_government,historical_current_capital,expenditure,Capital expenditure,773.534033,-773.534033,1546.811933,-1.136868377e-12
1992,general_government,historical_current_capital,expenditure,Current expenditure,2970.072511,-2970.072511,1546.811933,-1.136868377e-12
1992,general_government,historical_current_capital,revenue,Capital revenue,315.0856436,315.0856436,1546.811933,-1.136868377e-12
1992,general_government,historical_current_capital,revenue,Current revenue,4975.332833,4975.332833,1546.811933,-1.136868377e-12
1993,general_government,historical_current_capital,expenditure,Capital expenditure,211.7030706,-211.7030706,-2221.53737,-1.818989404e-12
1993,general_government,historical_current_capital,expenditure,Current expenditure,2378.084258,-2378.084258,-2221.53737,-1.818989404e-12
1993,general_government,historical_current_capital,revenue,Capital revenue,-70.81932543,-70.81932543,-2221.53737,-1.818989404e-12
1993,general_government,historical_current_capital,revenue,Current revenue,439.0692838,439.0692838,-2221.53737,-1.818989404e-12
1994,general_government,historical_current_capital,expenditure,Capital expenditure,-347.4017121,347.4017121,-327.0498596,2.50111043e-12
1994,general_government,historical_current_capital,expenditure,Current expenditure,1929.812708,-1929.812708,-327.0498596,2.50111043e-12
1994,general_government,historical_current_capital,revenue,Capital revenue,2.239602558,2.239602558,-327.0498596,2.50111043e-12
1994,general_government,historical_current_capital,revenue,Current revenue,1253.121533,1253.121533,-327.0498596,2.50111043e-12
1996,general_government,modern_detailed,expenditure,Capital expenditure,716.149,-716.149,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Compensation of employees,842.184,-842.184,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Interest,-372.671,372.671,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Intermediate consumption,314.536,-314.536,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Other current expenditure,92.494,-92.494,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Social transfers,933.882,-933.882,140.446,1.000444172e-11
1996,general_government,modern_detailed,expenditure,Subsidies,234.117,-234.117,140.446,1.000444172e-11
1996,general_government,modern_detailed,revenue,Capital revenue,81.219,81.219,140.446,1.000444172e-11
1996,general_government,modern_detailed,revenue,Sales and other current revenue,388.349,388.349,140.446,1.000444172e-11
1996,general_government,modern_detailed,revenue,Social contributions,465.089,465.089,140.446,1.000444172e-11
1996,general_government,modern_detailed,revenue,Taxes,1966.48,1966.48,140.446,1.000444172e-11
1997,general_government,modern_detailed,expenditure,Capital expenditure,1110.246,-1110.246,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Compensation of employees,1040.72436,-1040.72436,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Interest,-635.357,635.357,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Intermediate consumption,269.699,-269.699,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Other current expenditure,168.532,-168.532,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Social transfers,795.738,-795.738,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,expenditure,Subsidies,-12.714,12.714,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,revenue,Capital revenue,517.745,517.745,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,revenue,Sales and other current revenue,406.613,406.613,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,revenue,Social contributions,993.297,993.297,678.07564,-1.38697942e-11
1997,general_government,modern_detailed,revenue,Taxes,1497.289,1497.289,678.07564,-1.38697942e-11
1998,general_government,modern_detailed,expenditure,Capital expenditure,779.541617,-779.541617,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Compensation of employees,1548.95185,-1548.95185,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Interest,-424.511,424.511,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Intermediate consumption,317.038,-317.038,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Other current expenditure,299.458,-299.458,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Social transfers,1338.976,-1338.976,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,expenditure,Subsidies,217.191,-217.191,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,revenue,Capital revenue,-358.255,-358.255,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,revenue,Sales and other current revenue,-1.867,-1.867,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,revenue,Social contributions,1119.182,1119.182,-1093.695467,9.322320693e-12
1998,general_government,modern_detailed,revenue,Taxes,2223.89,2223.89,-1093.695467,9.322320693e-12
1999,general_government,modern_detailed,expenditure,Capital expenditure,-115.677617,115.677617,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Compensation of employees,1372.11733,-1372.11733,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Interest,26.672,-26.672,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Intermediate consumption,525.235,-525.235,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Other current expenditure,188.829,-188.829,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Social transfers,1108.14,-1108.14,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,expenditure,Subsidies,291.392,-291.392,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,revenue,Capital revenue,-18.283,-18.283,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,revenue,Sales and other current revenue,1222.795,1222.795,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,revenue,Social contributions,724.661,724.661,1259.906287,-1.29602995e-11
1999,general_government,modern_detailed,revenue,Taxes,2727.441,2727.441,1259.906287,-1.29602995e-11
2000,general_government,modern_detailed,expenditure,Capital expenditure,-560.826,560.826,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Compensation of employees,1730.93301,-1730.93301,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Interest,338.86,-338.86,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Intermediate consumption,679.662,-679.662,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Other current expenditure,161.323,-161.323,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Social transfers,1599.456,-1599.456,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,expenditure,Subsidies,-96.982,96.982,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,revenue,Capital revenue,-120.545,-120.545,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,revenue,Sales and other current revenue,246.29686,246.29686,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,revenue,Social contributions,1348.71,1348.71,-446.39015,4.547473509e-12
2000,general_government,modern_detailed,revenue,Taxes,1931.574,1931.574,-446.39015,4.547473509e-12
2001,general_government,modern_detailed,expenditure,Capital expenditure,1650.6764,-1650.6764,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Compensation of employees,1178.49045,-1178.49045,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Interest,195.476,-195.476,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Intermediate consumption,284.582,-284.582,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Other current expenditure,201.053,-201.053,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Social transfers,1501.415,-1501.415,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,expenditure,Subsidies,128.521,-128.521,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,revenue,Capital revenue,736.992,736.992,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,revenue,Sales and other current revenue,-87.029115,-87.029115,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,revenue,Social contributions,1034.077,1034.077,-2365.636965,-1.000444172e-11
2001,general_government,modern_detailed,revenue,Taxes,1090.537,1090.537,-2365.636965,-1.000444172e-11
2002,general_government,modern_detailed,expenditure,Capital expenditure,-1113.3034,1113.3034,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Compensation of employees,1354.244,-1354.244,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Interest,-14.843,14.843,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Intermediate consumption,228.857,-228.857,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Other current expenditure,421.395,-421.395,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Social transfers,1656.98,-1656.98,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,expenditure,Subsidies,-95.17,95.17,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,revenue,Capital revenue,303.026,303.026,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,revenue,Sales and other current revenue,659.42965,659.42965,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,revenue,Social contributions,1131.474,1131.474,1751.23105,1.159605745e-11
2002,general_government,modern_detailed,revenue,Taxes,2095.461,2095.461,1751.23105,1.159605745e-11
2003,general_government,modern_detailed,expenditure,Capital expenditure,504.415,-504.415,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Compensation of employees,735.771,-735.771,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Interest,-159.403,159.403,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Intermediate consumption,353.86,-353.86,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Other current expenditure,-55.338,55.338,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Social transfers,2434.738,-2434.738,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,expenditure,Subsidies,184.591,-184.591,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,revenue,Capital revenue,175.16454,175.16454,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,revenue,Sales and other current revenue,97.338675,97.338675,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,revenue,Social contributions,806.793,806.793,-3638.474785,-1.455191523e-11
2003,general_government,modern_detailed,revenue,Taxes,-719.137,-719.137,-3638.474785,-1.455191523e-11
2004,general_government,modern_detailed,expenditure,Capital expenditure,962.76857,-962.76857,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Compensation of employees,832.216,-832.216,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Interest,25.68757,-25.68757,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Intermediate consumption,531.649,-531.649,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Other current expenditure,349.043,-349.043,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Social transfers,1778.018,-1778.018,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,expenditure,Subsidies,-382.507,382.507,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,revenue,Capital revenue,-664.86801,-664.86801,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,revenue,Sales and other current revenue,981.224798,981.224798,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,revenue,Social contributions,875.048,875.048,-1117.795352,1.659827831e-11
2004,general_government,modern_detailed,revenue,Taxes,1787.675,1787.675,-1117.795352,1.659827831e-11
2005,general_government,modern_detailed,expenditure,Capital expenditure,-563.40483,563.40483,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Compensation of employees,1298.34604,-1298.34604,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Interest,162.52094,-162.52094,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Intermediate consumption,657.335,-657.335,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Other current expenditure,220.718,-220.718,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Social transfers,1869.907,-1869.907,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,expenditure,Subsidies,77.309,-77.309,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,revenue,Capital revenue,157.68347,157.68347,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,revenue,Sales and other current revenue,-193.991951,-193.991951,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,revenue,Social contributions,1123.15,1123.15,-276.457631,4.547473509e-13
2005,general_government,modern_detailed,revenue,Taxes,2359.432,2359.432,-276.457631,4.547473509e-13
2006,general_government,modern_detailed,expenditure,Capital expenditure,-1328.839334,1328.839334,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Compensation of employees,-129.711942,129.711942,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Interest,554.90152,-554.90152,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Intermediate consumption,360.888,-360.888,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Other current expenditure,310.57,-310.57,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Social transfers,1283.016,-1283.016,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,expenditure,Subsidies,-2.264,2.264,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,revenue,Capital revenue,-641.926086,-641.926086,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,revenue,Sales and other current revenue,957.757672,957.757672,2791.212342,-4.092726158e-12
